customer_id,age,income,credit_score,employment_status,region,signup_date
CUST101167,52,15000.0,679,Full-time,Midwest,2024-11-28
CUST101168,29,38946.54,664,Full-time,Northeast,2025-12-23
CUST101169,30,102482.25,636,Unemployed,Southeast,2026-03-24
CUST101170,22,72893.74,741,Student,Midwest,2024-05-14
CUST101171,18,17479.95,617,Full-time,West,2024-06-19
CUST101172,32,34855.23,684,Full-time,Southeast,2026-04-29
CUST101173,24,23372.52,721,Full-time,Midwest,2025-11-07
CUST101174,33,86681.49,548,Full-time,Northeast,2024-11-05
CUST101175,18,44798.29,603,Full-time,Southeast,2024-04-11
CUST101176,26,28409.87,664,Full-time,Southeast,2024-06-18
CUST101177,35,40756.52,707,Part-time,Midwest,2025-12-08
CUST101178,37,15000.0,766,Self-employed,Southwest,2024-06-24
CUST101179,38,24631.16,643,Student,Northeast,2024-11-20
CUST101180,20,40798.46,636,Self-employed,Northeast,2025-07-07
CUST101181,42,58721.07,594,Full-time,Southwest,2025-09-20
CUST101182,25,16754.27,684,Full-time,Southeast,2024-09-05
CUST101183,40,33808.93,637,Full-time,Southwest,2024-08-16
CUST101184,33,63218.9,639,Full-time,Northeast,2024-06-09
CUST101185,20,20886.24,652,Full-time,Southwest,2025-07-07
CUST101186,30,44495.01,701,Self-employed,West,2025-12-24
CUST101187,37,41344.25,617,Full-time,Midwest,2024-07-17
CUST101188,40,86809.48,602,Full-time,Midwest,2025-11-23
CUST101189,32,36186.4,692,Full-time,Southeast,2024-10-27
CUST101190,49,37152.25,433,Student,Southeast,2025-05-27
CUST101191,44,58966.92,614,Part-time,Northeast,2025-03-22
CUST101192,31,22095.81,573,Full-time,Midwest,2026-02-12
CUST101193,41,36337.39,750,Full-time,West,2026-01-08
CUST101194,53,32693.24,626,Unemployed,Northeast,2025-01-23
CUST101195,53,37702.8,617,Full-time,Midwest,2025-12-30
CUST101196,21,58793.28,656,Part-time,West,2025-01-08
CUST101197,24,51501.83,615,Self-employed,Midwest,2024-04-03
CUST101198,48,28655.28,629,Self-employed,Southwest,2026-06-03
CUST101199,23,42681.24,667,Full-time,Southeast,2024-05-30
CUST101200,20,78487.82,628,Unemployed,Southwest,2026-03-17
CUST101201,29,27608.68,627,Full-time,West,2026-04-15
CUST101202,38,42844.18,584,Full-time,Midwest,2024-08-18
CUST101203,32,36793.54,573,Full-time,Southwest,2026-02-17
CUST101204,27,39012.9,664,Full-time,Southwest,2025-01-27
CUST101205,27,19268.06,682,Full-time,Northeast,2026-05-13
CUST101206,26,75723.46,552,Self-employed,Northeast,2026-05-30
CUST101207,25,28326.18,716,Unemployed,Southwest,2026-02-19
CUST101208,56,63686.79,717,Full-time,Southeast,2025-05-18
CUST101209,36,30344.8,733,Self-employed,Midwest,2025-12-04
CUST101210,42,30288.49,682,Student,Midwest,2026-01-31
CUST101211,29,69279.58,707,Full-time,Southwest,2024-08-15
CUST101212,32,62770.98,823,Self-employed,West,2026-03-15
CUST101213,26,44086.09,637,Student,West,2026-05-23
CUST101214,18,56529.49,581,Self-employed,Northeast,2026-05-10
CUST101215,20,35247.55,544,Full-time,Southwest,2024-07-07
CUST101216,18,39984.0,791,Unemployed,Southwest,2025-06-26
CUST101217,18,29800.16,792,Self-employed,West,2024-04-20
CUST101218,22,60284.44,590,Full-time,Midwest,2024-09-10
CUST101219,47,29376.9,605,Full-time,Midwest,2025-12-11
CUST101220,33,78301.37,635,Full-time,Midwest,2024-09-25
CUST101221,46,34817.47,751,Full-time,Southeast,2025-07-13
CUST101222,38,40506.95,563,Full-time,Southeast,2025-04-13
CUST101223,41,56467.9,512,Full-time,Southwest,2025-05-10
CUST101224,24,40568.17,822,Self-employed,Northeast,2024-10-23
CUST101225,39,35099.47,683,Self-employed,Southwest,2026-02-16
CUST101226,41,39596.24,694,Full-time,West,2026-06-23
CUST101227,28,60007.11,644,Full-time,Southeast,2024-11-15
CUST101228,39,29783.7,694,Full-time,Southeast,2024-05-06
CUST101229,39,37918.46,546,Full-time,Midwest,2025-03-27
CUST101230,28,40321.05,596,Part-time,West,2026-05-03
CUST101231,22,59222.89,667,Full-time,Northeast,2026-05-08
CUST101232,22,38371.47,489,Student,Midwest,2025-04-27
CUST101233,34,90556.98,637,Full-time,Southeast,2024-06-25
CUST101234,37,37404.92,632,Full-time,West,2025-02-25
CUST101235,26,36063.71,637,Unemployed,West,2025-11-24
CUST101236,34,37161.76,618,Full-time,Northeast,2025-02-19
CUST101237,39,22192.54,585,Full-time,Northeast,2026-03-31
CUST101238,40,25171.63,523,Full-time,Northeast,2025-06-23
CUST101239,49,31609.09,670,Part-time,West,2024-04-11
CUST101240,46,66911.32,637,Full-time,West,2025-02-12
CUST101241,23,39541.0,556,Self-employed,Southeast,2026-05-16
CUST101242,50,32270.54,664,Part-time,Northeast,2026-02-19
CUST101243,28,69698.96,637,Unemployed,Southwest,2026-06-23
CUST101244,44,80662.55,625,Part-time,West,2025-08-29
CUST101245,34,70609.65,498,Self-employed,West,2026-01-19
CUST101246,29,27340.09,711,Part-time,Midwest,2024-04-13
CUST101247,18,32116.92,567,Full-time,Southwest,2025-11-09
CUST101248,32,90778.82,664,Part-time,West,2026-07-14
CUST101249,18,44735.06,599,Part-time,West,2025-08-01
CUST101250,43,35581.03,630,Full-time,Midwest,2024-11-10
CUST101251,49,55451.09,746,Part-time,Southeast,2024-12-25
CUST101252,26,63151.04,699,Full-time,Southeast,2024-04-16
CUST101253,37,31034.28,744,Full-time,Southeast,2025-09-29
CUST101254,26,44300.36,684,Full-time,West,2025-05-16
CUST101255,27,60897.78,689,Full-time,Southwest,2025-04-14
CUST101256,41,23810.23,526,Full-time,West,2026-07-24
CUST101257,33,40358.43,636,Full-time,Southwest,2026-08-08
CUST101258,51,24307.12,643,Full-time,Midwest,2024-09-20
CUST101259,29,25780.89,751,Full-time,Southwest,2025-09-13
CUST101260,43,31151.1,622,Part-time,Southwest,2024-12-23
CUST101261,34,49746.92,679,Full-time,Southwest,2024-05-13
CUST101262,41,34720.65,676,Student,Southeast,2026-01-13
CUST101263,29,29977.78,746,Self-employed,Southeast,2024-10-08
CUST101264,33,41076.83,649,Full-time,Northeast,2026-02-09
CUST101265,32,23953.43,722,Full-time,Southeast,2024-11-07
CUST101266,25,48676.98,532,Full-time,West,2026-03-27
CUST101267,40,66777.67,538,Full-time,West,2025-11-22
CUST101268,40,38729.55,488,Full-time,Northeast,2025-06-30
CUST101269,39,36636.78,718,Part-time,Midwest,2025-06-15
CUST101270,49,47479.26,710,Part-time,West,2026-07-18
CUST101271,48,16109.89,727,Full-time,Southwest,2024-08-09
CUST101272,30,51101.43,609,Self-employed,Southwest,2026-08-08
CUST101273,37,162080.53,617,Full-time,Midwest,2024-07-09
CUST101274,27,37979.27,650,Self-employed,Southeast,2026-02-15
CUST101275,34,38040.01,768,Student,West,2024-12-03
CUST101276,28,56084.97,787,Full-time,Northeast,2024-12-02
CUST101277,50,84153.66,719,Self-employed,West,2025-07-12
CUST101278,37,62238.9,684,Self-employed,West,2025-05-03
CUST101279,31,15214.08,760,Full-time,Southeast,2026-06-11
CUST101280,45,51716.36,640,Full-time,Midwest,2024-06-21
CUST101281,18,127691.0,630,Self-employed,West,2026-05-02
CUST101282,18,53108.83,650,Full-time,Midwest,2025-01-18
CUST101283,41,23871.23,586,Full-time,Southeast,2026-08-13
CUST101284,34,45561.73,646,Part-time,Northeast,2024-11-03
CUST101285,36,22554.52,576,Full-time,Midwest,2025-10-05
CUST101286,20,69895.86,736,Full-time,Southeast,2025-06-20
CUST101287,33,26104.23,700,Student,West,2026-07-24
CUST101288,54,41498.38,767,Full-time,West,2026-02-04
CUST101289,42,27282.45,537,Full-time,Southeast,2025-07-31
CUST101290,35,31385.41,802,Part-time,Southeast,2024-11-27
CUST101291,29,78336.41,542,Full-time,Southeast,2025-03-12
CUST101292,30,42047.52,570,Self-employed,Midwest,2025-12-30
CUST101293,18,31205.79,613,Part-time,Southwest,2025-03-13
CUST101294,36,23972.14,758,Full-time,Northeast,2026-01-31
CUST101295,42,17287.42,676,Full-time,West,2025-04-17
CUST101296,18,22854.97,641,Student,Southwest,2025-04-30
CUST101297,27,42208.7,600,Unemployed,Northeast,2026-01-29
CUST101298,22,62386.56,556,Full-time,Southeast,2026-02-20
CUST101299,24,31189.66,744,Full-time,Southwest,2025-05-19
CUST101300,34,81368.59,719,Full-time,Midwest,2025-03-21
CUST101301,18,29060.2,761,Unemployed,Midwest,2024-04-13
CUST101302,40,36058.39,689,Self-employed,Northeast,2025-06-08
CUST101303,41,24690.91,461,Full-time,Midwest,2025-07-23
CUST101304,31,62682.83,566,Unemployed,Southwest,2025-06-26
CUST101305,18,103143.84,694,Full-time,Southwest,2024-07-14
CUST101306,24,18163.74,632,Full-time,Midwest,2025-11-19
CUST101307,46,34345.53,618,Part-time,Midwest,2025-09-16
CUST101308,18,70908.88,577,Full-time,Southeast,2025-09-27
CUST101309,30,20928.65,731,Part-time,Southwest,2025-02-17
CUST101310,22,51792.87,694,Full-time,Southwest,2024-12-13
CUST101311,42,69540.35,697,Self-employed,Southwest,2025-06-20
CUST101312,27,41572.87,612,Student,Southwest,2025-12-27
CUST101313,38,51411.56,673,Full-time,West,2024-12-22
CUST101314,39,88645.99,559,Full-time,West,2025-12-17
CUST101315,52,96451.15,650,Self-employed,West,2024-06-24
CUST101316,31,39031.13,470,Full-time,Southeast,2025-02-16
CUST101317,37,31584.76,542,Self-employed,Northeast,2025-07-26
CUST101318,19,26529.4,635,Part-time,Northeast,2026-01-23
CUST101319,45,62294.84,838,Full-time,Southwest,2024-10-24
CUST101320,26,21648.71,524,Unemployed,West,2025-03-01
CUST101321,28,35822.87,566,Full-time,Southwest,2024-07-07
CUST101322,33,42033.0,676,Full-time,Southwest,2024-12-07
CUST101323,18,32005.05,792,Full-time,Northeast,2024-09-26
CUST101324,36,45520.55,675,Self-employed,Midwest,2026-05-25
CUST101325,43,127265.53,712,Student,Southwest,2026-07-23
CUST101326,36,37997.69,634,Full-time,Northeast,2025-01-18
CUST101327,18,32993.55,621,Full-time,Southwest,2026-08-13
CUST101328,32,63379.73,666,Full-time,Southeast,2024-06-29
CUST101329,41,44703.75,610,Part-time,Northeast,2024-07-06
CUST101330,18,76703.38,714,Full-time,Southwest,2025-03-23
CUST101331,23,43222.2,539,Full-time,Midwest,2024-11-17
CUST101332,42,35889.84,726,Full-time,Midwest,2025-08-11
CUST101333,36,17985.55,662,Full-time,Midwest,2024-05-02
CUST101334,38,19363.0,643,Part-time,Southwest,2026-07-13
CUST101335,52,17569.78,536,Full-time,Midwest,2025-12-02
CUST101336,38,47605.45,586,Full-time,West,2024-12-14
CUST101337,40,21741.71,749,Full-time,West,2024-09-27
CUST101338,61,70615.84,644,Full-time,Midwest,2026-01-15
CUST101339,31,40684.85,680,Full-time,Northeast,2024-09-15
CUST101340,26,35958.32,594,Full-time,Southeast,2025-07-09
CUST101341,38,27453.95,657,Full-time,Southwest,2024-07-29
CUST101342,38,53104.47,557,Full-time,Southeast,2025-12-24
CUST101343,28,27944.51,667,Full-time,Southwest,2024-12-19
CUST101344,23,25760.04,687,Part-time,Southwest,2026-02-14
CUST101345,57,68511.54,684,Full-time,Midwest,2026-04-15
CUST101346,37,47078.87,592,Full-time,Northeast,2024-12-08
CUST101347,26,36108.43,634,Part-time,Midwest,2024-12-29
CUST101348,43,53564.66,700,Full-time,Southwest,2025-12-01
CUST101349,32,40296.48,644,Full-time,Northeast,2025-03-06
CUST101350,31,47684.23,638,Self-employed,West,2024-05-16
CUST101351,39,27789.64,802,Full-time,Northeast,2025-10-27
CUST101352,21,101893.09,588,Unemployed,Midwest,2025-06-03
CUST101353,37,30920.39,741,Full-time,Midwest,2026-02-13
CUST101354,53,80838.4,573,Unemployed,Southwest,2025-05-20
CUST101355,38,36864.67,709,Self-employed,Southeast,2024-07-04
CUST101356,30,57710.46,713,Full-time,Southeast,2025-02-06
CUST101357,28,55848.65,621,Full-time,West,2026-04-12
CUST101358,29,67244.01,568,Part-time,Southeast,2024-11-07
CUST101359,31,27493.9,512,Full-time,Southwest,2025-08-11
CUST101360,30,65123.19,613,Full-time,Southeast,2026-07-29
CUST101361,43,92124.66,699,Student,Northeast,2025-02-18
CUST101362,18,35724.36,579,Self-employed,Midwest,2025-11-26
CUST101363,42,40766.57,667,Student,Southeast,2024-04-20
CUST101364,30,31711.95,549,Self-employed,Southeast,2024-03-31
CUST101365,37,34341.29,642,Self-employed,West,2025-01-07
CUST101366,22,86694.03,573,Self-employed,Southwest,2025-02-10
CUST101367,47,25542.38,654,Part-time,Southeast,2025-11-21
CUST101368,46,26266.42,622,Unemployed,Midwest,2026-06-13
CUST101369,43,82859.81,570,Part-time,Southwest,2026-06-22
CUST101370,18,53159.22,610,Full-time,Northeast,2025-07-06
CUST101371,42,104210.34,589,Part-time,Northeast,2025-11-10
CUST101372,38,32771.11,561,Full-time,Midwest,2024-04-30
CUST101373,18,42481.61,741,Student,West,2025-12-02
CUST101374,33,29812.87,632,Part-time,West,2026-02-08
CUST101375,37,42808.22,494,Part-time,Midwest,2024-08-31
CUST101376,39,18063.64,613,Full-time,Southwest,2024-08-16
CUST101377,35,54624.05,728,Full-time,Midwest,2025-09-20
CUST101378,36,46423.61,602,Full-time,West,2026-06-03
CUST101379,48,39108.71,772,Part-time,Midwest,2026-05-20
CUST101380,46,33669.11,595,Part-time,West,2025-05-17
CUST101381,18,26832.27,697,Full-time,Southeast,2024-07-18
CUST101382,30,55685.26,737,Full-time,West,2025-09-11
CUST101383,32,23694.77,693,Full-time,Southwest,2026-07-29
CUST101384,18,50531.55,556,Full-time,Southwest,2025-09-21
CUST101385,34,102079.08,589,Unemployed,Northeast,2026-08-11
CUST101386,46,78314.24,747,Unemployed,West,2025-08-10
CUST101387,23,20387.81,599,Self-employed,Northeast,2025-06-26
CUST101388,37,31522.85,733,Full-time,West,2024-11-16
CUST101389,24,48516.19,627,Full-time,Northeast,2026-06-14
CUST101390,27,38885.36,670,Student,West,2025-06-21
CUST101391,48,21381.2,556,Student,Southwest,2026-03-12
CUST101392,28,47733.66,614,Full-time,Southeast,2025-07-04
CUST101393,38,39954.33,594,Part-time,West,2024-04-08
CUST101394,18,94982.36,676,Full-time,Southeast,2024-11-07
CUST101395,52,35812.31,666,Full-time,Northeast,2024-08-09
CUST101396,40,67887.11,694,Student,Northeast,2026-07-11
CUST101397,32,22692.96,623,Student,West,2024-10-18
CUST101398,39,25270.57,590,Student,Southeast,2024-07-21
CUST101399,19,55533.84,673,Full-time,West,2025-01-07
CUST101400,45,65360.86,582,Full-time,Northeast,2024-10-02
CUST101401,30,26086.5,740,Unemployed,Northeast,2026-07-03
CUST101402,31,40572.06,651,Part-time,West,2024-11-09
CUST101403,29,21553.41,635,Full-time,Northeast,2024-08-16
CUST101404,28,36991.78,694,Full-time,Southwest,2026-01-25
CUST101405,40,58490.24,654,Full-time,Southeast,2025-06-30
CUST101406,36,33000.19,535,Part-time,Midwest,2025-08-11
CUST101407,40,35879.97,580,Unemployed,Northeast,2026-05-20
CUST101408,33,24139.19,739,Full-time,Southeast,2026-04-24
CUST101409,39,29978.59,666,Full-time,Southwest,2025-11-25
CUST101410,29,88534.71,533,Full-time,Midwest,2026-05-10
CUST101411,56,41473.76,686,Part-time,Midwest,2025-06-03
CUST101412,18,25564.54,618,Full-time,West,2026-06-26
CUST101413,46,34834.12,594,Full-time,Midwest,2026-08-02
CUST101414,47,19558.35,574,Self-employed,West,2025-02-12
CUST101415,25,25428.56,734,Full-time,Southwest,2026-01-06
CUST101416,56,74024.61,512,Part-time,Midwest,2025-09-19
CUST101417,43,37642.27,597,Part-time,Southeast,2025-10-25
CUST101418,43,93979.18,669,Full-time,Southeast,2025-07-01
CUST101419,34,38449.21,778,Part-time,West,2025-07-06
CUST101420,31,39490.27,701,Part-time,Southeast,2026-04-20
CUST101421,31,53551.68,596,Part-time,Southwest,2026-08-12
CUST101422,37,15000.0,774,Part-time,Northeast,2025-07-24
CUST101423,48,44012.22,558,Full-time,Southeast,2025-04-09
CUST101424,35,39259.79,679,Full-time,West,2024-10-14
CUST101425,24,78332.47,696,Full-time,Midwest,2026-02-23
CUST101426,42,61951.41,593,Full-time,West,2026-06-02
CUST101427,43,24096.91,712,Full-time,Southeast,2025-03-12
CUST101428,40,70190.09,621,Full-time,Southwest,2024-06-19
CUST101429,41,35666.19,712,Self-employed,West,2026-01-17
CUST101430,31,26715.42,522,Full-time,West,2026-05-31
CUST101431,24,43857.3,685,Unemployed,Midwest,2025-08-28
CUST101432,25,36634.8,629,Part-time,Southwest,2025-04-13
CUST101433,18,80202.45,746,Full-time,West,2025-02-17
CUST101434,36,46783.22,656,Part-time,West,2026-05-07
CUST101435,33,44026.48,753,Full-time,West,2025-01-19
CUST101436,29,60191.79,698,Student,Northeast,2025-10-19
CUST101437,18,65630.27,650,Student,Midwest,2026-07-18
CUST101438,21,57103.59,719,Self-employed,Southwest,2024-06-02
CUST101439,45,76020.52,719,Part-time,Southwest,2025-05-05
CUST101440,27,52781.03,695,Unemployed,Northeast,2025-11-21
CUST101441,37,43279.88,488,Part-time,Midwest,2024-09-02
CUST101442,20,70096.45,586,Unemployed,Northeast,2024-09-19
CUST101443,48,38526.31,763,Full-time,Northeast,2026-02-15
CUST101444,32,40739.81,565,Unemployed,Northeast,2024-04-30
CUST101445,36,87091.07,726,Part-time,West,2025-05-08
CUST101446,57,83271.85,712,Full-time,Southeast,2025-12-28
CUST101447,49,39987.45,605,Student,Midwest,2025-07-20
CUST101448,30,32725.24,510,Part-time,Southeast,2026-03-03
CUST101449,28,77530.61,617,Unemployed,West,2024-08-04
CUST101450,30,57537.27,815,Full-time,West,2025-12-23
CUST101451,39,46259.01,595,Part-time,Southwest,2025-07-28
CUST101452,32,34722.99,600,Self-employed,West,2026-06-15
CUST101453,30,46595.7,585,Full-time,Northeast,2024-05-14
CUST101454,48,39744.68,751,Self-employed,West,2025-11-23
CUST101455,32,29763.79,641,Part-time,Midwest,2025-01-23
CUST101456,56,42534.43,613,Full-time,Midwest,2025-10-10
CUST101457,34,45226.61,766,Part-time,Northeast,2025-04-12
CUST101458,51,33896.68,703,Full-time,West,2025-04-13
CUST101459,37,60277.94,591,Self-employed,Northeast,2025-12-03
CUST101460,43,71680.54,568,Unemployed,West,2025-08-03
CUST101461,26,62097.06,746,Full-time,Southwest,2025-03-13
CUST101462,25,35443.25,661,Full-time,Southwest,2026-02-05
CUST101463,38,56394.09,543,Full-time,Northeast,2026-04-21
CUST101464,43,41567.86,526,Full-time,Southwest,2026-03-11
CUST101465,34,23015.3,576,Unemployed,West,2025-08-16
CUST101466,21,54324.37,567,Full-time,Southeast,2026-02-08
CUST101467,20,42862.78,506,Full-time,Midwest,2025-12-09
CUST101468,19,128939.24,577,Full-time,Northeast,2024-12-25
CUST101469,18,77324.95,591,Part-time,Midwest,2025-01-07
CUST101470,35,55271.77,625,Self-employed,Southwest,2024-05-15
CUST101471,45,44897.02,786,Full-time,Southeast,2024-10-18
CUST101472,33,43203.42,639,Full-time,Southwest,2025-08-09
CUST101473,18,25548.65,647,Full-time,Northeast,2024-05-28
CUST101474,32,18351.3,698,Full-time,Southwest,2024-06-03
CUST101475,32,27101.61,642,Full-time,Midwest,2026-02-01
CUST101476,54,39282.22,690,Self-employed,Southeast,2026-03-17
CUST101477,19,15560.76,681,Full-time,Southeast,2024-07-05
CUST101478,30,31415.45,669,Full-time,Southeast,2024-06-30
CUST101479,51,35902.93,850,Part-time,Southwest,2024-08-08
CUST101480,38,36426.73,728,Self-employed,Southwest,2025-07-09
CUST101481,39,29798.83,578,Full-time,Midwest,2024-07-24
CUST101482,35,34417.44,687,Full-time,Northeast,2024-10-13
CUST101483,37,87181.92,600,Self-employed,Southeast,2024-11-07
CUST101484,41,54066.25,693,Full-time,West,2025-03-08
CUST101485,25,31190.37,556,Self-employed,Midwest,2025-12-24
CUST101486,42,38919.22,576,Self-employed,Midwest,2024-11-01
CUST101487,20,39626.72,685,Unemployed,Southeast,2024-07-11
CUST101488,37,28407.83,734,Full-time,West,2024-07-05
CUST101489,35,28392.82,697,Full-time,Southeast,2025-03-10
CUST101490,27,63242.75,724,Unemployed,Southwest,2026-07-10
CUST101491,33,33226.3,688,Full-time,Southwest,2024-11-07
CUST101492,27,24523.49,672,Full-time,Southeast,2026-01-05
CUST101493,23,39363.21,622,Part-time,Northeast,2026-02-16
CUST101494,30,42323.78,720,Full-time,Southeast,2026-06-06
CUST101495,22,16519.27,736,Part-time,Southeast,2026-03-30
CUST101496,37,39405.64,655,Student,Southwest,2025-06-13
CUST101497,22,59313.43,651,Part-time,Midwest,2025-12-16
CUST101498,41,49170.7,779,Full-time,Midwest,2025-09-15
CUST101499,22,109470.22,658,Student,Midwest,2025-05-26
CUST101500,28,70474.01,665,Part-time,West,2025-05-12
CUST101501,27,77035.4,696,Full-time,West,2025-08-16
CUST101502,47,141497.69,652,Part-time,Northeast,2025-07-15
CUST101503,37,56453.37,598,Full-time,West,2024-07-02
CUST101504,31,43190.75,688,Full-time,Southeast,2025-12-10
CUST101505,38,62204.53,657,Part-time,Southwest,2026-08-02
CUST101506,18,31205.31,798,Full-time,West,2024-09-16
CUST101507,33,42127.62,719,Full-time,Midwest,2026-06-05
CUST101508,53,29987.1,615,Part-time,Southwest,2024-10-09
CUST101509,35,48006.56,714,Full-time,Midwest,2025-11-03
CUST101510,34,29930.73,683,Full-time,Northeast,2024-08-11
CUST101511,39,29462.75,758,Full-time,Northeast,2026-03-21
CUST101512,42,48342.34,620,Part-time,Southeast,2026-03-23
CUST101513,18,37723.17,674,Unemployed,West,2025-08-25
CUST101514,18,16858.59,652,Full-time,Southeast,2025-08-14
CUST101515,36,20847.71,664,Self-employed,Midwest,2024-11-27
CUST101516,26,23950.16,593,Full-time,Midwest,2025-01-27
CUST101517,47,26974.92,703,Full-time,Southeast,2024-04-01
CUST101518,30,48363.01,691,Full-time,Midwest,2025-01-01
CUST101519,18,44290.37,756,Full-time,Southwest,2026-02-19
CUST101520,21,64820.4,659,Full-time,West,2026-05-28
CUST101521,18,56317.51,629,Self-employed,Southwest,2025-12-25
CUST101522,31,65013.9,719,Self-employed,West,2024-04-10
CUST101523,32,52774.23,600,Student,Midwest,2024-10-14
CUST101524,29,44106.2,741,Student,Southwest,2024-11-07
CUST101525,44,65821.93,741,Full-time,Northeast,2025-12-20
CUST101526,45,60702.23,754,Full-time,Northeast,2025-07-02
CUST101527,32,47536.02,688,Full-time,West,2024-12-09
CUST101528,18,71109.94,623,Full-time,Southwest,2024-05-12
CUST101529,40,15000.0,668,Unemployed,Northeast,2025-03-24
CUST101530,39,35217.26,688,Full-time,Midwest,2026-07-26
CUST101531,37,34975.19,617,Full-time,West,2024-07-31
CUST101532,43,67420.69,759,Full-time,Northeast,2024-05-23
CUST101533,22,81399.77,703,Unemployed,Midwest,2026-07-15
CUST101534,54,20898.22,593,Full-time,West,2025-09-06
CUST101535,24,75737.24,801,Self-employed,West,2024-04-13
CUST101536,41,23690.98,667,Full-time,Southeast,2024-05-06
CUST101537,18,24015.46,577,Full-time,West,2024-04-27
CUST101538,24,36118.9,597,Full-time,Southwest,2024-04-17
CUST101539,49,34780.32,771,Self-employed,Midwest,2026-07-25
CUST101540,31,19904.72,796,Self-employed,Southwest,2026-04-04
CUST101541,42,53768.61,735,Full-time,West,2025-06-05
CUST101542,36,54487.74,758,Full-time,Southeast,2025-03-07
CUST101543,32,64493.44,751,Full-time,Northeast,2025-08-29
CUST101544,47,33022.52,701,Full-time,Southwest,2025-12-23
CUST101545,31,39426.28,684,Full-time,Northeast,2026-01-04
CUST101546,18,39589.05,700,Full-time,Southwest,2025-03-07
CUST101547,25,85784.87,715,Part-time,Southeast,2024-04-15
CUST101548,39,15000.0,604,Self-employed,Southwest,2024-08-25
CUST101549,37,26091.77,714,Self-employed,Southwest,2026-03-15
CUST101550,18,40235.03,769,Self-employed,Northeast,2026-04-07
CUST101551,26,24624.41,644,Student,Northeast,2025-12-27
CUST101552,28,35730.35,636,Student,Southwest,2024-11-14
CUST101553,30,37921.22,695,Full-time,Midwest,2026-08-06
CUST101554,20,29853.02,611,Full-time,Northeast,2024-12-09
CUST101555,27,41316.24,561,Full-time,West,2025-03-27
CUST101556,26,53245.43,746,Unemployed,Southeast,2025-01-16
CUST101557,41,36086.72,626,Full-time,West,2024-07-26
CUST101558,42,32730.49,661,Full-time,Northeast,2025-03-17
CUST101559,32,37249.95,614,Full-time,Southeast,2025-02-18
CUST101560,30,40000.76,755,Part-time,Midwest,2025-06-22
CUST101561,35,18340.3,723,Part-time,Midwest,2025-01-24
CUST101562,25,49399.68,641,Self-employed,Southwest,2025-09-17
CUST101563,22,32762.81,571,Part-time,Northeast,2026-06-17
CUST101564,24,70805.42,633,Unemployed,Southeast,2026-07-23
CUST101565,27,52363.97,702,Full-time,Southeast,2024-11-30
CUST101566,22,67950.17,674,Unemployed,Midwest,2025-02-05
CUST101567,35,25464.7,668,Part-time,West,2025-08-23
CUST101568,41,33957.87,675,Full-time,Midwest,2024-11-02
CUST101569,18,22945.88,716,Student,West,2025-06-27
CUST101570,34,29221.62,656,Student,Southeast,2026-01-04
CUST101571,31,70505.6,693,Self-employed,Southeast,2025-03-23
CUST101572,37,78383.66,585,Unemployed,Northeast,2025-09-19
CUST101573,33,23940.81,850,Full-time,Southeast,2024-04-17
CUST101574,19,32655.71,638,Full-time,Southeast,2024-11-24
CUST101575,21,38782.02,675,Full-time,Southeast,2024-11-01
CUST101576,34,52235.76,702,Unemployed,Southwest,2024-12-23
CUST101577,44,18180.15,629,Self-employed,Midwest,2024-12-26
CUST101578,18,19509.37,660,Student,Southwest,2024-10-10
CUST101579,37,50027.68,659,Self-employed,Northeast,2025-08-03
CUST101580,45,16696.14,591,Part-time,West,2024-08-29
CUST101581,32,32824.85,692,Full-time,Northeast,2026-07-15
CUST101582,39,43171.74,536,Full-time,Northeast,2025-01-11
CUST101583,26,48390.06,791,Full-time,Midwest,2025-05-02
CUST101584,32,37655.22,719,Self-employed,Southwest,2026-08-06
CUST101585,18,34044.01,707,Full-time,Southeast,2025-01-16
CUST101586,18,58691.89,529,Unemployed,Northeast,2026-08-11
CUST101587,43,45631.0,600,Part-time,West,2024-12-09
CUST101588,24,29996.7,764,Full-time,West,2025-05-14
CUST101589,29,40821.95,850,Unemployed,Southwest,2025-03-03
CUST101590,20,47687.57,749,Part-time,Southeast,2025-03-01
CUST101591,19,86960.28,737,Self-employed,Midwest,2025-11-25
CUST101592,32,57173.49,699,Full-time,Southwest,2025-02-18
CUST101593,26,69324.29,596,Full-time,Midwest,2026-02-02
CUST101594,37,30492.21,734,Full-time,Northeast,2024-10-22
CUST101595,38,31701.45,577,Full-time,West,2026-05-27
CUST101596,37,36101.11,569,Self-employed,West,2026-04-12
CUST101597,36,37623.81,564,Student,Northeast,2024-12-10
CUST101598,49,25498.85,733,Unemployed,Southwest,2026-06-24
CUST101599,23,70945.7,655,Full-time,West,2024-04-21
CUST101600,33,59725.14,667,Student,Midwest,2026-07-18
CUST101601,45,34976.96,658,Full-time,Northeast,2025-05-14
CUST101602,46,53571.36,575,Full-time,Southwest,2024-04-09
CUST101603,19,44369.37,609,Self-employed,West,2025-01-05
CUST101604,30,55488.03,613,Unemployed,Southeast,2025-02-09
CUST101605,47,21917.96,554,Student,Northeast,2024-12-19
CUST101606,39,37588.47,622,Self-employed,Southeast,2024-12-07
CUST101607,35,39100.19,578,Full-time,West,2026-03-26
CUST101608,31,53137.54,703,Full-time,Midwest,2025-11-18
CUST101609,30,30248.54,709,Full-time,Northeast,2026-02-28
CUST101610,36,15000.0,562,Part-time,Midwest,2026-02-10
