transaction_id,customer_id,merchant_id,merchant_category,transaction_amount,num_installments,transaction_date,fee_revenue,is_default,true_default_probability
TXN1006585,CUST100484,MER1223,Groceries,48.55,4,2026-07-03,1.46,0,0.072
TXN1006586,CUST103356,MER1089,Home & Furniture,558.73,4,2026-06-09,22.35,0,0.1326
TXN1006587,CUST104775,MER1397,Beauty & Wellness,112.73,2,2026-05-08,6.76,0,0.0292
TXN1006588,CUST100191,MER1373,Beauty & Wellness,28.1,3,2026-03-09,1.69,0,0.011
TXN1006589,CUST100121,MER1104,Travel,713.7,2,2025-10-01,24.98,0,0.1207
TXN1006590,CUST100396,MER1329,Sporting Goods,149.17,3,2026-02-04,7.46,0,0.0566
TXN1006591,CUST100014,MER1349,Travel,909.69,2,2025-10-29,31.84,0,0.1586
TXN1006592,CUST104658,MER1180,Fashion & Apparel,156.55,3,2025-11-11,8.61,1,0.2894
TXN1006593,CUST102397,MER1275,Education,485.26,4,2026-09-08,12.13,0,0.0827
TXN1006594,CUST103532,MER1238,Home & Furniture,655.75,2,2026-07-20,26.23,0,0.0862
TXN1006595,CUST102174,MER1011,Sporting Goods,87.81,4,2025-09-24,4.39,1,0.0967
TXN1006596,CUST104982,MER1100,Travel,63.66,2,2026-04-08,2.23,0,0.0924
TXN1006597,CUST102431,MER1188,Home & Furniture,591.2,3,2025-12-24,23.65,0,0.0708
TXN1006598,CUST104700,MER1120,Groceries,41.38,2,2026-05-23,1.24,0,0.0841
TXN1006599,CUST103297,MER1061,Jewelry & Accessories,315.57,2,2026-02-26,20.51,0,0.3056
TXN1006600,CUST104750,MER1053,Travel,1035.26,4,2025-10-31,36.23,0,0.1009
TXN1006601,CUST102508,MER1047,Travel,481.95,2,2026-08-14,16.87,0,0.1139
TXN1006602,CUST104419,MER1281,Groceries,88.89,2,2026-02-03,2.67,0,0.068
TXN1006603,CUST101750,MER1277,Electronics,503.95,2,2025-12-16,22.68,0,0.078
TXN1006604,CUST103363,MER1244,Fashion & Apparel,122.36,6,2026-08-13,6.73,0,0.0986
TXN1006605,CUST103115,MER1355,Fashion & Apparel,145.51,2,2026-05-23,8.0,0,0.0327
TXN1006606,CUST102470,MER1387,Beauty & Wellness,71.06,12,2025-10-31,4.26,1,0.1883
TXN1006607,CUST102539,MER1271,Groceries,47.04,3,2026-01-27,1.41,0,0.0432
TXN1006608,CUST100885,MER1221,Groceries,18.91,2,2026-03-07,0.57,0,0.0253
TXN1006609,CUST104560,MER1136,Fashion & Apparel,20.89,6,2026-05-26,1.15,0,0.1724
TXN1006610,CUST102289,MER1346,Sporting Goods,174.57,6,2026-03-29,8.73,0,0.022
TXN1006611,CUST100780,MER1017,Health & Fitness,60.27,12,2026-06-20,2.71,0,0.2644
TXN1006612,CUST103590,MER1149,Health & Fitness,186.39,2,2026-05-15,8.39,0,0.0526
TXN1006613,CUST103697,MER1187,Fashion & Apparel,118.23,2,2026-05-04,6.5,0,0.0836
TXN1006614,CUST100247,MER1148,Beauty & Wellness,71.77,3,2025-10-24,4.31,0,0.0518
TXN1006615,CUST101747,MER1077,Beauty & Wellness,67.09,2,2026-05-21,4.03,1,0.1481
TXN1006616,CUST102954,MER1383,Fashion & Apparel,33.99,6,2026-05-08,1.87,1,0.1777
TXN1006617,CUST104143,MER1330,Groceries,69.86,2,2026-06-06,2.1,0,0.0406
TXN1006618,CUST101633,MER1336,Education,590.93,4,2025-11-21,14.77,0,0.0673
TXN1006619,CUST101578,MER1139,Education,282.01,3,2026-08-06,7.05,0,0.0719
TXN1006620,CUST103742,MER1270,Travel,1054.52,2,2026-01-28,36.91,0,0.0848
TXN1006621,CUST101145,MER1360,Electronics,222.48,4,2026-07-09,10.01,0,0.1635
TXN1006622,CUST104508,MER1275,Health & Fitness,66.89,3,2026-09-02,3.01,0,0.0583
TXN1006623,CUST103998,MER1049,Sporting Goods,261.63,4,2026-05-02,13.08,0,0.056
TXN1006624,CUST104493,MER1113,Health & Fitness,55.31,3,2026-01-04,2.49,1,0.2114
TXN1006625,CUST101877,MER1024,Travel,316.14,4,2025-10-28,11.06,0,0.2955
TXN1006626,CUST100866,MER1064,Sporting Goods,126.52,6,2025-12-24,6.33,0,0.0609
TXN1006627,CUST102961,MER1001,Travel,1059.27,2,2026-06-15,37.07,0,0.1288
TXN1006628,CUST100995,MER1118,Home & Furniture,550.16,6,2025-10-04,22.01,0,0.0839
TXN1006629,CUST101394,MER1391,Home & Furniture,882.34,12,2026-07-06,35.29,0,0.0864
TXN1006630,CUST102094,MER1034,Jewelry & Accessories,497.45,4,2026-08-10,32.33,0,0.0942
TXN1006631,CUST102336,MER1189,Electronics,407.39,3,2026-03-03,18.33,0,0.0466
TXN1006632,CUST101702,MER1276,Health & Fitness,122.84,4,2025-12-14,5.53,0,0.1304
TXN1006633,CUST101493,MER1289,Health & Fitness,195.6,3,2026-01-07,8.8,0,0.0818
TXN1006634,CUST101287,MER1250,Jewelry & Accessories,482.9,3,2026-09-11,31.39,0,0.082
TXN1006635,CUST103524,MER1041,Jewelry & Accessories,197.04,3,2026-01-01,12.81,0,0.0945
TXN1006636,CUST101602,MER1093,Health & Fitness,200.49,4,2026-04-30,9.02,1,0.1222
TXN1006637,CUST103543,MER1042,Fashion & Apparel,107.4,3,2026-04-28,5.91,0,0.0442
TXN1006638,CUST103762,MER1201,Travel,862.77,4,2026-04-23,30.2,0,0.123
TXN1006639,CUST103628,MER1107,Groceries,79.97,2,2026-08-28,2.4,0,0.0389
TXN1006640,CUST104597,MER1013,Travel,645.62,2,2026-01-20,22.6,0,0.2463
TXN1006641,CUST104793,MER1043,Beauty & Wellness,124.37,4,2026-04-25,7.46,0,0.073
TXN1006642,CUST100753,MER1000,Health & Fitness,84.9,4,2025-09-17,3.82,0,0.1075
TXN1006643,CUST101697,MER1017,Fashion & Apparel,131.63,4,2026-03-29,7.24,0,0.0926
TXN1006644,CUST103979,MER1077,Beauty & Wellness,42.98,3,2025-09-27,2.58,0,0.1906
TXN1006645,CUST103939,MER1026,Travel,765.67,6,2026-07-11,26.8,1,0.1475
TXN1006646,CUST100373,MER1001,Fashion & Apparel,176.64,2,2026-05-03,9.72,0,0.1128
TXN1006647,CUST104835,MER1170,Electronics,147.77,2,2025-10-27,6.65,0,0.0344
TXN1006648,CUST104333,MER1036,Health & Fitness,64.16,3,2026-03-03,2.89,0,0.0395
TXN1006649,CUST104522,MER1171,Travel,1209.67,2,2026-06-17,42.34,0,0.1043
TXN1006650,CUST101076,MER1157,Electronics,341.49,2,2025-11-21,15.37,0,0.0071
TXN1006651,CUST102536,MER1199,Fashion & Apparel,116.87,2,2026-04-11,6.43,0,0.0198
TXN1006652,CUST102257,MER1259,Home & Furniture,817.89,3,2025-12-19,32.72,1,0.0711
TXN1006653,CUST101897,MER1246,Beauty & Wellness,111.17,4,2026-01-21,6.67,0,0.067
TXN1006654,CUST101193,MER1135,Home & Furniture,356.24,3,2026-03-29,14.25,0,0.0404
TXN1006655,CUST100723,MER1110,Beauty & Wellness,87.23,4,2026-01-26,5.23,0,0.024
TXN1006656,CUST104392,MER1094,Home & Furniture,666.05,4,2025-12-01,26.64,0,0.2
TXN1006657,CUST102709,MER1211,Electronics,394.88,12,2025-09-28,17.77,0,0.2934
TXN1006658,CUST103047,MER1231,Education,373.84,2,2025-11-04,9.35,0,0.0738
TXN1006659,CUST101358,MER1394,Sporting Goods,202.05,2,2026-03-20,10.1,0,0.1097
TXN1006660,CUST104679,MER1134,Fashion & Apparel,103.19,4,2026-03-27,5.68,0,0.118
TXN1006661,CUST104686,MER1259,Groceries,62.57,3,2026-05-26,1.88,0,0.0552
TXN1006662,CUST103422,MER1283,Travel,883.09,12,2025-10-10,30.91,0,0.1076
TXN1006663,CUST101696,MER1326,Sporting Goods,205.81,3,2026-04-17,10.29,0,0.0498
TXN1006664,CUST101222,MER1230,Groceries,23.79,4,2026-07-21,0.71,0,0.1025
TXN1006665,CUST103010,MER1352,Health & Fitness,158.78,2,2026-02-16,7.15,0,0.0472
TXN1006666,CUST104202,MER1306,Fashion & Apparel,197.28,4,2026-08-30,10.85,0,0.1104
TXN1006667,CUST104858,MER1088,Beauty & Wellness,125.42,3,2026-04-13,7.53,0,0.0516
TXN1006668,CUST100354,MER1270,Groceries,46.69,3,2026-01-10,1.4,0,0.0643
TXN1006669,CUST101753,MER1085,Groceries,67.29,2,2026-06-18,2.02,0,0.062
TXN1006670,CUST102048,MER1244,Beauty & Wellness,74.5,6,2026-05-23,4.47,0,0.044
TXN1006671,CUST101938,MER1085,Jewelry & Accessories,263.56,2,2026-09-12,17.13,0,0.0892
TXN1006672,CUST103393,MER1118,Beauty & Wellness,95.63,6,2025-10-18,5.74,0,0.1229
TXN1006673,CUST102789,MER1160,Beauty & Wellness,82.46,2,2025-12-08,4.95,0,0.0828
TXN1006674,CUST104493,MER1111,Travel,279.89,4,2026-03-09,9.8,0,0.3563
TXN1006675,CUST101167,MER1372,Groceries,79.66,12,2026-05-15,2.39,0,0.0793
TXN1006676,CUST102082,MER1292,Fashion & Apparel,148.52,2,2026-04-21,8.17,0,0.1004
TXN1006677,CUST102759,MER1346,Groceries,77.79,3,2026-06-25,2.33,0,0.039
TXN1006678,CUST104126,MER1242,Home & Furniture,780.95,12,2025-12-04,31.24,0,0.3164
TXN1006679,CUST104149,MER1171,Home & Furniture,906.07,2,2026-01-08,36.24,0,0.1498
TXN1006680,CUST104345,MER1020,Sporting Goods,210.67,2,2026-03-06,10.53,0,0.0242
TXN1006681,CUST102645,MER1187,Groceries,36.66,3,2025-12-22,1.1,0,0.0355
TXN1006682,CUST101261,MER1235,Education,300.56,3,2025-12-16,7.51,1,0.0566
TXN1006683,CUST103693,MER1347,Home & Furniture,548.85,3,2026-03-01,21.95,0,0.096
TXN1006684,CUST104794,MER1038,Groceries,41.49,4,2025-10-22,1.24,0,0.0487
TXN1006685,CUST101497,MER1222,Fashion & Apparel,24.76,2,2025-10-17,1.36,0,0.0694
TXN1006686,CUST101043,MER1107,Beauty & Wellness,57.16,2,2026-05-13,3.43,0,0.0499
TXN1006687,CUST100121,MER1150,Jewelry & Accessories,487.01,2,2025-09-16,31.66,0,0.1266
TXN1006688,CUST103384,MER1166,Groceries,37.26,2,2026-09-04,1.12,0,0.0165
TXN1006689,CUST102774,MER1022,Health & Fitness,162.18,3,2026-03-29,7.3,0,0.0818
TXN1006690,CUST100696,MER1235,Sporting Goods,126.31,6,2025-10-04,6.32,0,0.0694
TXN1006691,CUST101047,MER1175,Health & Fitness,150.83,3,2025-11-15,6.79,0,0.0511
TXN1006692,CUST103366,MER1227,Fashion & Apparel,113.07,3,2025-12-20,6.22,0,0.051
TXN1006693,CUST102239,MER1077,Sporting Goods,131.05,2,2025-11-02,6.55,0,0.0472
TXN1006694,CUST101222,MER1359,Health & Fitness,170.33,4,2025-11-06,7.66,0,0.1459
TXN1006695,CUST103067,MER1020,Electronics,343.19,6,2026-08-26,15.44,0,0.1281
TXN1006696,CUST100275,MER1174,Fashion & Apparel,75.94,2,2025-11-18,4.18,0,0.031
TXN1006697,CUST100084,MER1025,Groceries,57.67,4,2025-10-03,1.73,0,0.0576
TXN1006698,CUST101354,MER1343,Jewelry & Accessories,530.6,3,2026-08-26,34.49,1,0.1614
TXN1006699,CUST101518,MER1234,Education,370.25,6,2026-02-27,9.26,0,0.069
TXN1006700,CUST100532,MER1263,Groceries,57.75,3,2026-08-11,1.73,0,0.0124
TXN1006701,CUST100588,MER1170,Education,629.18,2,2026-05-11,15.73,0,0.0777
TXN1006702,CUST100872,MER1260,Travel,903.42,3,2026-09-02,31.62,1,0.1204
TXN1006703,CUST103690,MER1333,Health & Fitness,72.09,12,2026-01-31,3.24,0,0.1387
TXN1006704,CUST104071,MER1111,Fashion & Apparel,73.65,3,2026-02-07,4.05,0,0.0687
TXN1006705,CUST100945,MER1250,Sporting Goods,59.81,2,2026-03-13,2.99,0,0.0348
TXN1006706,CUST103333,MER1100,Home & Furniture,597.01,3,2026-07-04,23.88,0,0.0176
TXN1006707,CUST101224,MER1027,Groceries,31.21,3,2025-10-01,0.94,0,0.0091
TXN1006708,CUST104423,MER1188,Health & Fitness,109.31,2,2026-05-06,4.92,0,0.0487
TXN1006709,CUST101415,MER1193,Travel,976.76,4,2026-06-17,34.19,0,0.0608
TXN1006710,CUST100668,MER1135,Electronics,388.29,2,2025-09-18,17.47,0,0.0255
TXN1006711,CUST102251,MER1236,Groceries,23.6,4,2026-02-05,0.71,0,0.0788
TXN1006712,CUST100793,MER1143,Electronics,393.51,3,2025-12-03,17.71,0,0.0684
TXN1006713,CUST101043,MER1335,Travel,863.61,3,2026-07-30,30.23,0,0.0906
TXN1006714,CUST101783,MER1311,Fashion & Apparel,194.94,3,2026-01-04,10.72,0,0.0523
TXN1006715,CUST103359,MER1385,Travel,935.26,2,2026-07-17,32.73,0,0.1171
TXN1006716,CUST100599,MER1186,Sporting Goods,234.99,3,2026-01-02,11.75,0,0.0497
TXN1006717,CUST101490,MER1174,Groceries,98.95,2,2026-08-15,2.97,0,0.019
TXN1006718,CUST104341,MER1215,Home & Furniture,923.4,12,2025-12-22,36.94,1,0.2533
TXN1006719,CUST101445,MER1096,Education,302.74,2,2026-03-18,7.57,0,0.0184
TXN1006720,CUST100878,MER1272,Fashion & Apparel,119.54,4,2026-04-07,6.57,0,0.0483
TXN1006721,CUST102721,MER1198,Home & Furniture,1296.79,3,2025-12-17,51.87,0,0.1775
TXN1006722,CUST100185,MER1082,Sporting Goods,125.25,2,2025-10-05,6.26,0,0.0965
TXN1006723,CUST104064,MER1084,Fashion & Apparel,126.22,2,2026-01-06,6.94,0,0.0758
TXN1006724,CUST101166,MER1261,Education,662.7,2,2025-12-05,16.57,0,0.1407
TXN1006725,CUST100686,MER1109,Fashion & Apparel,147.69,6,2026-08-11,8.12,0,0.1682
TXN1006726,CUST104082,MER1283,Beauty & Wellness,74.57,2,2026-05-02,4.47,0,0.0407
TXN1006727,CUST104258,MER1058,Sporting Goods,240.25,2,2025-12-24,12.01,0,0.0227
TXN1006728,CUST103739,MER1304,Jewelry & Accessories,179.5,3,2026-08-28,11.67,0,0.0334
TXN1006729,CUST101228,MER1257,Health & Fitness,128.34,3,2026-05-19,5.78,0,0.0435
TXN1006730,CUST102693,MER1283,Groceries,69.5,3,2026-03-10,2.08,0,0.0829
TXN1006731,CUST104869,MER1278,Jewelry & Accessories,220.03,3,2026-04-03,14.3,0,0.0724
TXN1006732,CUST102418,MER1211,Sporting Goods,261.73,12,2026-01-24,13.09,0,0.1674
TXN1006733,CUST104760,MER1146,Travel,1111.01,2,2025-12-01,38.89,0,0.0348
TXN1006734,CUST103454,MER1231,Fashion & Apparel,188.03,2,2025-12-21,10.34,0,0.1906
TXN1006735,CUST104272,MER1003,Groceries,101.17,4,2026-02-09,3.04,0,0.1316
TXN1006736,CUST101006,MER1306,Jewelry & Accessories,382.79,4,2026-06-26,24.88,1,0.1658
TXN1006737,CUST104650,MER1241,Electronics,215.95,2,2026-03-28,9.72,0,0.0421
TXN1006738,CUST104323,MER1240,Groceries,67.88,3,2026-08-28,2.04,0,0.0562
TXN1006739,CUST103964,MER1094,Travel,995.77,2,2025-12-14,34.85,0,0.0423
TXN1006740,CUST104713,MER1399,Education,694.95,3,2026-02-11,17.37,0,0.2017
TXN1006741,CUST103985,MER1045,Jewelry & Accessories,254.44,3,2026-03-04,16.54,1,0.1683
TXN1006742,CUST102917,MER1262,Health & Fitness,82.03,3,2026-02-25,3.69,0,0.027
TXN1006743,CUST103293,MER1197,Jewelry & Accessories,309.97,2,2026-06-21,20.15,0,0.0596
TXN1006744,CUST104140,MER1122,Beauty & Wellness,134.88,3,2025-11-25,8.09,0,0.0368
TXN1006745,CUST103788,MER1131,Sporting Goods,196.31,3,2025-12-09,9.82,0,0.0572
TXN1006746,CUST102989,MER1170,Home & Furniture,600.78,2,2026-01-29,24.03,0,0.1109
TXN1006747,CUST103032,MER1151,Health & Fitness,145.05,12,2026-02-24,6.53,0,0.0845
TXN1006748,CUST104424,MER1304,Beauty & Wellness,90.72,4,2026-04-24,5.44,0,0.1089
TXN1006749,CUST100049,MER1307,Beauty & Wellness,126.0,6,2026-01-26,7.56,0,0.047
TXN1006750,CUST103651,MER1231,Jewelry & Accessories,376.71,4,2025-11-05,24.49,0,0.0864
TXN1006751,CUST102857,MER1352,Electronics,692.72,4,2026-07-28,31.17,0,0.1362
TXN1006752,CUST104230,MER1164,Health & Fitness,150.63,3,2025-12-18,6.78,0,0.0736
TXN1006753,CUST101079,MER1335,Groceries,59.17,3,2026-02-21,1.78,0,0.0192
TXN1006754,CUST102683,MER1220,Electronics,553.01,4,2025-11-21,24.89,0,0.1013
TXN1006755,CUST100656,MER1233,Education,507.15,2,2026-03-30,12.68,0,0.0521
TXN1006756,CUST103350,MER1340,Health & Fitness,283.42,2,2026-03-28,12.75,0,0.0283
TXN1006757,CUST103860,MER1057,Health & Fitness,117.95,3,2026-05-01,5.31,0,0.03
TXN1006758,CUST103141,MER1375,Health & Fitness,134.91,3,2026-07-17,6.07,0,0.0134
TXN1006759,CUST102809,MER1144,Health & Fitness,59.82,4,2025-11-17,2.69,0,0.1201
TXN1006760,CUST101805,MER1314,Electronics,611.29,12,2026-03-10,27.51,0,0.2035
TXN1006761,CUST103239,MER1183,Sporting Goods,298.9,4,2025-12-31,14.94,0,0.2205
TXN1006762,CUST104524,MER1233,Groceries,67.74,2,2026-03-16,2.03,0,0.0395
TXN1006763,CUST103667,MER1220,Education,760.35,3,2026-02-17,19.01,0,0.2144
TXN1006764,CUST100121,MER1217,Home & Furniture,323.63,4,2025-12-16,12.95,1,0.1229
TXN1006765,CUST102584,MER1060,Groceries,77.39,3,2025-10-22,2.32,0,0.0219
TXN1006766,CUST103742,MER1156,Home & Furniture,785.22,3,2026-08-17,31.41,0,0.0789
TXN1006767,CUST102556,MER1119,Travel,1533.16,3,2025-09-22,53.66,1,0.1327
TXN1006768,CUST102986,MER1112,Fashion & Apparel,160.79,3,2026-02-12,8.84,0,0.1062
TXN1006769,CUST104584,MER1335,Sporting Goods,221.13,3,2026-03-29,11.06,0,0.0547
TXN1006770,CUST104398,MER1106,Fashion & Apparel,116.92,2,2025-10-14,6.43,0,0.1406
TXN1006771,CUST100419,MER1395,Groceries,81.22,3,2026-02-25,2.44,0,0.0118
TXN1006772,CUST102595,MER1039,Sporting Goods,98.01,2,2026-03-19,4.9,0,0.2443
TXN1006773,CUST103135,MER1091,Sporting Goods,157.9,6,2026-04-19,7.9,0,0.1185
TXN1006774,CUST104315,MER1069,Fashion & Apparel,119.97,6,2025-09-22,6.6,0,0.0384
TXN1006775,CUST101389,MER1301,Beauty & Wellness,30.26,4,2026-04-08,1.82,0,0.0921
TXN1006776,CUST100725,MER1010,Travel,1104.29,12,2026-09-12,38.65,0,0.2912
TXN1006777,CUST103024,MER1108,Education,232.91,3,2025-09-17,5.82,0,0.0876
TXN1006778,CUST102365,MER1036,Home & Furniture,913.27,6,2026-02-04,36.53,0,0.0818
TXN1006779,CUST101334,MER1057,Education,327.27,4,2025-11-20,8.18,0,0.0872
TXN1006780,CUST104720,MER1152,Home & Furniture,636.2,2,2026-03-08,25.45,0,0.0478
TXN1006781,CUST101681,MER1057,Health & Fitness,193.21,6,2026-06-06,8.69,0,0.0805
TXN1006782,CUST100287,MER1250,Jewelry & Accessories,617.96,2,2025-12-14,40.17,0,0.0732
TXN1006783,CUST100309,MER1335,Electronics,345.17,3,2026-07-21,15.53,0,0.0617
TXN1006784,CUST101057,MER1381,Sporting Goods,139.6,2,2026-01-02,6.98,0,0.0406
TXN1006785,CUST100598,MER1183,Home & Furniture,902.71,12,2026-04-11,36.11,0,0.15
TXN1006786,CUST102055,MER1303,Electronics,457.53,4,2026-05-04,20.59,0,0.0996
TXN1006787,CUST100416,MER1252,Education,610.71,2,2026-05-21,15.27,0,0.1701
TXN1006788,CUST102832,MER1035,Jewelry & Accessories,400.83,2,2025-09-30,26.05,0,0.1597
TXN1006789,CUST102135,MER1354,Health & Fitness,148.6,2,2026-08-24,6.69,0,0.0271
TXN1006790,CUST103031,MER1297,Sporting Goods,168.44,3,2026-08-21,8.42,1,0.0968
TXN1006791,CUST104947,MER1238,Home & Furniture,1038.76,2,2026-08-22,41.55,0,0.1881
TXN1006792,CUST104960,MER1291,Sporting Goods,98.77,6,2026-04-17,4.94,0,0.2021
TXN1006793,CUST102176,MER1000,Groceries,30.3,2,2026-07-11,0.91,0,0.0517
TXN1006794,CUST101933,MER1164,Sporting Goods,122.86,3,2026-03-03,6.14,0,0.1092
TXN1006795,CUST103482,MER1245,Electronics,677.61,4,2026-04-15,30.49,0,0.0841
TXN1006796,CUST101935,MER1221,Travel,1556.68,4,2025-09-23,54.48,1,0.3174
TXN1006797,CUST103927,MER1027,Health & Fitness,199.96,3,2025-12-19,9.0,0,0.104
TXN1006798,CUST103049,MER1252,Travel,325.98,2,2026-06-03,11.41,0,0.0457
TXN1006799,CUST101047,MER1181,Travel,1121.35,2,2026-02-17,39.25,0,0.0834
TXN1006800,CUST102166,MER1394,Education,492.18,6,2026-04-19,12.3,0,0.0864
TXN1006801,CUST104359,MER1309,Travel,616.21,2,2026-06-04,21.57,0,0.0237
TXN1006802,CUST102809,MER1126,Travel,1370.37,3,2025-09-19,47.96,1,0.1875
TXN1006803,CUST103621,MER1335,Fashion & Apparel,195.94,3,2026-03-10,10.78,0,0.0509
TXN1006804,CUST103621,MER1254,Travel,711.72,12,2026-04-01,24.91,0,0.1442
TXN1006805,CUST102447,MER1167,Electronics,576.16,4,2026-03-12,25.93,0,0.0666
TXN1006806,CUST101551,MER1234,Health & Fitness,121.85,4,2025-12-10,5.48,0,0.0778
TXN1006807,CUST103020,MER1234,Education,523.84,3,2026-09-03,13.1,0,0.073
TXN1006808,CUST100581,MER1113,Groceries,32.54,4,2026-01-17,0.98,0,0.0304
TXN1006809,CUST103026,MER1313,Jewelry & Accessories,260.97,2,2026-03-25,16.96,0,0.1512
TXN1006810,CUST100521,MER1084,Groceries,30.79,2,2026-06-20,0.92,0,0.0133
TXN1006811,CUST104540,MER1118,Home & Furniture,557.71,4,2026-05-11,22.31,0,0.0685
TXN1006812,CUST103765,MER1198,Home & Furniture,263.61,3,2026-07-26,10.54,0,0.063
TXN1006813,CUST100943,MER1230,Electronics,822.48,3,2026-02-04,37.01,0,0.0754
TXN1006814,CUST103962,MER1396,Jewelry & Accessories,283.83,2,2025-12-16,18.45,0,0.0304
TXN1006815,CUST103691,MER1088,Sporting Goods,204.36,2,2026-02-08,10.22,0,0.0899
TXN1006816,CUST103706,MER1335,Fashion & Apparel,156.74,3,2026-08-12,8.62,0,0.1337
TXN1006817,CUST101760,MER1086,Health & Fitness,68.76,12,2025-10-14,3.09,0,0.0607
TXN1006818,CUST102669,MER1382,Electronics,501.83,2,2025-09-13,22.58,0,0.0414
TXN1006819,CUST102964,MER1101,Travel,684.29,3,2026-02-03,23.95,0,0.0591
TXN1006820,CUST101984,MER1340,Electronics,456.79,2,2026-06-15,20.56,0,0.1106
TXN1006821,CUST102827,MER1189,Sporting Goods,178.8,3,2025-12-18,8.94,0,0.0882
TXN1006822,CUST101274,MER1233,Travel,815.73,3,2026-08-20,28.55,0,0.1136
TXN1006823,CUST104401,MER1037,Education,369.35,3,2026-09-01,9.23,0,0.0597
TXN1006824,CUST104824,MER1021,Sporting Goods,262.49,2,2026-06-07,13.12,0,0.1073
TXN1006825,CUST101724,MER1303,Travel,1370.84,3,2026-06-30,47.98,0,0.1183
TXN1006826,CUST101802,MER1117,Travel,1103.05,3,2025-12-22,38.61,0,0.1557
TXN1006827,CUST101134,MER1126,Health & Fitness,171.07,4,2025-11-30,7.7,0,0.0723
TXN1006828,CUST104359,MER1173,Health & Fitness,102.93,2,2026-01-08,4.63,0,0.0128
TXN1006829,CUST100848,MER1322,Beauty & Wellness,105.57,3,2025-11-08,6.33,0,0.0526
TXN1006830,CUST104041,MER1168,Education,431.35,6,2026-01-07,10.78,0,0.1629
TXN1006831,CUST104199,MER1046,Electronics,160.56,12,2026-08-22,7.23,0,0.1544
TXN1006832,CUST101671,MER1376,Health & Fitness,123.7,2,2026-09-07,5.57,0,0.0312
TXN1006833,CUST103919,MER1274,Health & Fitness,142.22,2,2025-11-09,6.4,0,0.0766
TXN1006834,CUST102285,MER1151,Beauty & Wellness,120.71,4,2026-07-06,7.24,0,0.052
TXN1006835,CUST101843,MER1376,Education,537.8,12,2026-04-28,13.44,0,0.0621
TXN1006836,CUST104494,MER1280,Travel,862.25,6,2026-08-09,30.18,0,0.0517
TXN1006837,CUST102286,MER1359,Electronics,405.57,3,2025-09-18,18.25,0,0.1479
TXN1006838,CUST100287,MER1231,Beauty & Wellness,120.2,4,2026-02-25,7.21,0,0.0506
TXN1006839,CUST103206,MER1360,Sporting Goods,117.37,2,2026-02-16,5.87,0,0.0293
TXN1006840,CUST103341,MER1144,Travel,948.3,3,2025-11-13,33.19,0,0.1408
TXN1006841,CUST103206,MER1094,Jewelry & Accessories,491.66,3,2026-07-01,31.96,1,0.0492
TXN1006842,CUST101897,MER1262,Health & Fitness,156.52,4,2026-08-10,7.04,0,0.0619
TXN1006843,CUST103468,MER1203,Health & Fitness,141.08,12,2026-05-05,6.35,0,0.1491
TXN1006844,CUST101528,MER1131,Sporting Goods,168.86,4,2026-05-06,8.44,1,0.0779
TXN1006845,CUST102349,MER1388,Sporting Goods,62.21,2,2025-10-19,3.11,0,0.1486
TXN1006846,CUST101137,MER1291,Fashion & Apparel,138.93,3,2025-10-05,7.64,0,0.101
TXN1006847,CUST103099,MER1043,Health & Fitness,85.46,4,2026-08-26,3.85,0,0.0348
TXN1006848,CUST104100,MER1055,Groceries,62.12,6,2026-04-14,1.86,0,0.0699
TXN1006849,CUST100491,MER1341,Jewelry & Accessories,280.36,2,2026-04-14,18.22,0,0.0979
TXN1006850,CUST100140,MER1274,Travel,1521.8,2,2025-11-24,53.26,0,0.0521
TXN1006851,CUST103854,MER1258,Beauty & Wellness,80.45,3,2026-05-02,4.83,0,0.0229
TXN1006852,CUST101705,MER1016,Jewelry & Accessories,80.76,4,2026-06-05,5.25,0,0.2928
TXN1006853,CUST101711,MER1116,Fashion & Apparel,126.99,3,2025-11-15,6.98,0,0.2034
TXN1006854,CUST102849,MER1205,Home & Furniture,332.05,2,2026-09-08,13.28,0,0.0418
TXN1006855,CUST102470,MER1094,Health & Fitness,171.99,3,2026-04-30,7.74,0,0.0798
TXN1006856,CUST100620,MER1349,Travel,1185.61,4,2026-04-28,41.5,0,0.0507
TXN1006857,CUST103852,MER1389,Education,333.03,3,2026-07-30,8.33,1,0.0542
TXN1006858,CUST100922,MER1058,Groceries,66.81,4,2026-01-09,2.0,0,0.0133
TXN1006859,CUST104168,MER1018,Electronics,456.7,2,2026-09-09,20.55,0,0.0283
TXN1006860,CUST103863,MER1143,Sporting Goods,114.15,12,2025-09-17,5.71,0,0.0955
TXN1006861,CUST100870,MER1242,Jewelry & Accessories,290.4,3,2026-05-19,18.88,0,0.152
TXN1006862,CUST103846,MER1112,Health & Fitness,223.52,2,2025-10-30,10.06,0,0.0313
TXN1006863,CUST103361,MER1130,Electronics,395.54,4,2025-09-24,17.8,0,0.2749
TXN1006864,CUST104925,MER1346,Groceries,53.05,2,2025-11-18,1.59,0,0.011
TXN1006865,CUST103622,MER1290,Jewelry & Accessories,370.44,2,2026-01-06,24.08,0,0.0892
TXN1006866,CUST102044,MER1041,Electronics,374.46,3,2026-05-25,16.85,1,0.1798
TXN1006867,CUST103125,MER1345,Home & Furniture,614.25,2,2025-11-09,24.57,0,0.0738
TXN1006868,CUST103366,MER1180,Health & Fitness,174.81,6,2025-10-25,7.87,0,0.0472
